strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
nl63/MG356451/Kilifi/IP/028/21_Feb_2014/2014	MG356451	Kilifi/IP/028/21_Feb_2014	2014-02-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356452/Kilifi/IP/029/27_May_2014/2014	MG356452	Kilifi/IP/029/27_May_2014	2014-05-27	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428703/Kilifi_HH_0511_01_Jun_2010/2010	MG428703	Kilifi_HH_0511_01_Jun_2010	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428701/Kilifi_HH_0512_04_Jun_2010/2010	MG428701	Kilifi_HH_0512_04_Jun_2010	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428705/Kilifi_HH_0522_21_May_2010/2010	MG428705	Kilifi_HH_0522_21_May_2010	2010-05-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428700/Kilifi_HH_1602_01_Jun_2010/2010	MG428700	Kilifi_HH_1602_01_Jun_2010	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428702/Kilifi_HH_3807_11_May_2010/2010	MG428702	Kilifi_HH_3807_11_May_2010	2010-05-11	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428706/Kilifi_HH_3808_24_May_2010/2010	MG428706	Kilifi_HH_3808_24_May_2010	2010-05-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428707/Kilifi_HH_5401_20_May_2010/2010	MG428707	Kilifi_HH_5401_20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428704/Kilifi_HH_5402_20_May_2010/2010	MG428704	Kilifi_HH_5402_20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428699/Kilifi_HH_5709_19_May_2010/2010	MG428699	Kilifi_HH_5709_19_May_2010	2010-05-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554967/N06_1144B/2016	KY554967	N06_1144B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554968/N07_185B/2016	KY554968	N07_185B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554969/N07_196B/2016	KY554969	N07_196B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY829118/N07_262B/2015	KY829118	N07_262B	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554970/N07_324B_182X/2016	KY554970	N07_324B_182X	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554971/N07_468B_176X/2016	KY554971	N07_468B_176X	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY674916/N07_64B/2016	KY674916	N07_64B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY674915/N07_6B/2016	KY674915	N07_6B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF524839/NL63/2010	KF524839	NL63	2010-XX-XX	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF524860/NL63/2010	KF524860	NL63	2010-XX-XX	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF524861/NL63/2010	KF524861	NL63	2010-XX-XX	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768633/NL63/2012	KJ768633	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768634/NL63/2012	KJ768634	NL63	2012-05-11	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768635/NL63/2012	KJ768635	NL63	2012-07-24	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768636/NL63/2012	KJ768636	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768637/NL63/2012	KJ768637	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768638/NL63/2012	KJ768638	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768639/NL63/2012	KJ768639	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768640/NL63/2012	KJ768640	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768641/NL63/2012	KJ768641	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ768643/NL63/2012	KJ768643	NL63	2012-01-04	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ796465/NL63/2012	KJ796465	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ796466/NL63/2012	KJ796466	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ796467/NL63/2012	KJ796467	NL63	2012-05-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866080/NL63/2013	KJ866080	NL63	2013-10-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866081/NL63/2012	KJ866081	NL63	2012-03-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866082/NL63/2013	KJ866082	NL63	2013-01-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866083/NL63/2013	KJ866083	NL63	2013-09-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866084/NL63/2013	KJ866084	NL63	2013-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866085/NL63/2012	KJ866085	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866086/NL63/2012	KJ866086	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866087/NL63/2012	KJ866087	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866088/NL63/2012	KJ866088	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866089/NL63/2012	KJ866089	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866090/NL63/2012	KJ866090	NL63	2012-07-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866091/NL63/2012	KJ866091	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866092/NL63/2012	KJ866092	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866093/NL63/2012	KJ866093	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866094/NL63/2012	KJ866094	NL63	2012-12-14	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866095/NL63/2012	KJ866095	NL63	2012-12-18	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866096/NL63/2012	KJ866096	NL63	2012-09-07	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866097/NL63/2012	KJ866097	NL63	2012-12-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866098/NL63/2013	KJ866098	NL63	2013-08-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866126/NL63/2013	KJ866126	NL63	2013-10-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866127/NL63/2012	KJ866127	NL63	2012-03-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866128/NL63/2013	KJ866128	NL63	2013-01-17	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866129/NL63/2013	KJ866129	NL63	2013-09-28	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866130/NL63/2013	KJ866130	NL63	2013-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866131/NL63/2012	KJ866131	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866132/NL63/2012	KJ866132	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866133/NL63/2012	KJ866133	NL63	2012-03-29	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866134/NL63/2012	KJ866134	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866135/NL63/2012	KJ866135	NL63	2012-05-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866136/NL63/2012	KJ866136	NL63	2012-07-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866137/NL63/2012	KJ866137	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866138/NL63/2012	KJ866138	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866139/NL63/2012	KJ866139	NL63	2012-08-22	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866140/NL63/2012	KJ866140	NL63	2012-12-14	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866141/NL63/2012	KJ866141	NL63	2012-12-18	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866142/NL63/2012	KJ866142	NL63	2012-09-07	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866143/NL63/2012	KJ866143	NL63	2012-12-10	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KJ866144/NL63/2013	KJ866144	NL63	2013-08-12	Human	Australia	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765573/NL63/DEN/2005/1062/2005	JQ765573	NL63/DEN/2005/1062	2005-04-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900260/NL63/DEN/2005/1120/2005	JQ900260	NL63/DEN/2005/1120	2005-04-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765574/NL63/DEN/2005/1862/2005	JQ765574	NL63/DEN/2005/1862	2005-11-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765575/NL63/DEN/2005/1876/2005	JQ765575	NL63/DEN/2005/1876	2005-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765568/NL63/DEN/2005/193/2005	JQ765568	NL63/DEN/2005/193	2005-01-11	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765569/NL63/DEN/2005/232/2005	JQ765569	NL63/DEN/2005/232	2005-01-18	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765570/NL63/DEN/2005/235/2005	JQ765570	NL63/DEN/2005/235	2005-01-19	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765571/NL63/DEN/2005/271/2005	JQ765571	NL63/DEN/2005/271	2005-01-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900258/NL63/DEN/2005/291/2005	JQ900258	NL63/DEN/2005/291	2005-01-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765572/NL63/DEN/2005/347/2005	JQ765572	NL63/DEN/2005/347	2005-02-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900259/NL63/DEN/2005/449/2005	JQ900259	NL63/DEN/2005/449	2005-02-09	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765566/NL63/DEN/2008/16/2008	JQ765566	NL63/DEN/2008/16	2008-01-08	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765564/NL63/DEN/2009/14/2009	JQ765564	NL63/DEN/2009/14	2009-03-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765565/NL63/DEN/2009/15/2009	JQ765565	NL63/DEN/2009/15	2009-02-13	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765567/NL63/DEN/2009/20/2009	JQ765567	NL63/DEN/2009/20	2009-03-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900256/NL63/DEN/2009/22/2009	JQ900256	NL63/DEN/2009/22	2009-03-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900257/NL63/DEN/2009/31/2009	JQ900257	NL63/DEN/2009/31	2009-02-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900255/NL63/DEN/2009/6/2009	JQ900255	NL63/DEN/2009/6	2009-02-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765563/NL63/DEN/2009/9/2009	JQ765563	NL63/DEN/2009/9	2009-03-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ771055/NL63/DEN/2010/20/2010	JQ771055	NL63/DEN/2010/20	2010-12-15	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ771056/NL63/DEN/2010/25/2010	JQ771056	NL63/DEN/2010/25	2010-12-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ771057/NL63/DEN/2010/28/2010	JQ771057	NL63/DEN/2010/28	2010-12-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ771058/NL63/DEN/2010/31/2010	JQ771058	NL63/DEN/2010/31	2010-12-11	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ771059/NL63/DEN/2010/35/2010	JQ771059	NL63/DEN/2010/35	2010-12-14	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ771060/NL63/DEN/2010/36/2010	JQ771060	NL63/DEN/2010/36	2010-12-30	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862034/NL63/FRA_EPI/Caen/2004/01/2004	KY862034	NL63/FRA_EPI/Caen/2004/01	2004-10-11	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862054/NL63/FRA_EPI/Caen/2004/01/2004	KY862054	NL63/FRA_EPI/Caen/2004/01	2004-10-11	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862074/NL63/FRA_EPI/Caen/2004/01/2004	KY862074	NL63/FRA_EPI/Caen/2004/01	2004-10-11	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862033/NL63/FRA_EPI/Caen/2004/02/2004	KY862033	NL63/FRA_EPI/Caen/2004/02	2004-12-18	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862053/NL63/FRA_EPI/Caen/2004/02/2004	KY862053	NL63/FRA_EPI/Caen/2004/02	2004-12-18	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862073/NL63/FRA_EPI/Caen/2004/02/2004	KY862073	NL63/FRA_EPI/Caen/2004/02	2004-12-18	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862032/NL63/FRA_EPI/Caen/2005/03/2005	KY862032	NL63/FRA_EPI/Caen/2005/03	2005-01-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862052/NL63/FRA_EPI/Caen/2005/03/2005	KY862052	NL63/FRA_EPI/Caen/2005/03	2005-01-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862072/NL63/FRA_EPI/Caen/2005/03/2005	KY862072	NL63/FRA_EPI/Caen/2005/03	2005-01-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862031/NL63/FRA_EPI/Caen/2005/04/2005	KY862031	NL63/FRA_EPI/Caen/2005/04	2005-02-23	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862051/NL63/FRA_EPI/Caen/2005/04/2005	KY862051	NL63/FRA_EPI/Caen/2005/04	2005-02-23	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862071/NL63/FRA_EPI/Caen/2005/04/2005	KY862071	NL63/FRA_EPI/Caen/2005/04	2005-02-23	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862030/NL63/FRA_EPI/Caen/2008/05/2008	KY862030	NL63/FRA_EPI/Caen/2008/05	2008-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862050/NL63/FRA_EPI/Caen/2008/05/2008	KY862050	NL63/FRA_EPI/Caen/2008/05	2008-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862070/NL63/FRA_EPI/Caen/2008/05/2008	KY862070	NL63/FRA_EPI/Caen/2008/05	2008-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862029/NL63/FRA_EPI/Caen/2008/06/2008	KY862029	NL63/FRA_EPI/Caen/2008/06	2008-02-19	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862049/NL63/FRA_EPI/Caen/2008/06/2008	KY862049	NL63/FRA_EPI/Caen/2008/06	2008-02-19	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862069/NL63/FRA_EPI/Caen/2008/06/2008	KY862069	NL63/FRA_EPI/Caen/2008/06	2008-02-19	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862028/NL63/FRA_EPI/Caen/2009/07/2009	KY862028	NL63/FRA_EPI/Caen/2009/07	2009-01-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862048/NL63/FRA_EPI/Caen/2009/07/2009	KY862048	NL63/FRA_EPI/Caen/2009/07	2009-01-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862068/NL63/FRA_EPI/Caen/2009/07/2009	KY862068	NL63/FRA_EPI/Caen/2009/07	2009-01-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862027/NL63/FRA_EPI/Caen/2009/08/2009	KY862027	NL63/FRA_EPI/Caen/2009/08	2009-04-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862047/NL63/FRA_EPI/Caen/2009/08/2009	KY862047	NL63/FRA_EPI/Caen/2009/08	2009-04-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862067/NL63/FRA_EPI/Caen/2009/08/2009	KY862067	NL63/FRA_EPI/Caen/2009/08	2009-04-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862026/NL63/FRA_EPI/Caen/2010/09/2010	KY862026	NL63/FRA_EPI/Caen/2010/09	2010-10-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862046/NL63/FRA_EPI/Caen/2010/09/2010	KY862046	NL63/FRA_EPI/Caen/2010/09	2010-10-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862066/NL63/FRA_EPI/Caen/2010/09/2010	KY862066	NL63/FRA_EPI/Caen/2010/09	2010-10-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862025/NL63/FRA_EPI/Caen/2010/10/2010	KY862025	NL63/FRA_EPI/Caen/2010/10	2010-12-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862045/NL63/FRA_EPI/Caen/2010/10/2010	KY862045	NL63/FRA_EPI/Caen/2010/10	2010-12-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862065/NL63/FRA_EPI/Caen/2010/10/2010	KY862065	NL63/FRA_EPI/Caen/2010/10	2010-12-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862024/NL63/FRA_EPI/Caen/2011/11/2011	KY862024	NL63/FRA_EPI/Caen/2011/11	2011-02-21	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862044/NL63/FRA_EPI/Caen/2011/11/2011	KY862044	NL63/FRA_EPI/Caen/2011/11	2011-02-21	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862064/NL63/FRA_EPI/Caen/2011/11/2011	KY862064	NL63/FRA_EPI/Caen/2011/11	2011-02-21	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862023/NL63/FRA_EPI/Caen/2011/12/2011	KY862023	NL63/FRA_EPI/Caen/2011/12	2011-10-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862043/NL63/FRA_EPI/Caen/2011/12/2011	KY862043	NL63/FRA_EPI/Caen/2011/12	2011-10-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862063/NL63/FRA_EPI/Caen/2011/12/2011	KY862063	NL63/FRA_EPI/Caen/2011/12	2011-10-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862022/NL63/FRA_EPI/Caen/2012/13/2012	KY862022	NL63/FRA_EPI/Caen/2012/13	2012-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862042/NL63/FRA_EPI/Caen/2012/13/2012	KY862042	NL63/FRA_EPI/Caen/2012/13	2012-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862062/NL63/FRA_EPI/Caen/2012/13/2012	KY862062	NL63/FRA_EPI/Caen/2012/13	2012-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862021/NL63/FRA_EPI/Caen/2012/14/2012	KY862021	NL63/FRA_EPI/Caen/2012/14	2012-02-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862041/NL63/FRA_EPI/Caen/2012/14/2012	KY862041	NL63/FRA_EPI/Caen/2012/14	2012-02-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862061/NL63/FRA_EPI/Caen/2012/14/2012	KY862061	NL63/FRA_EPI/Caen/2012/14	2012-02-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862020/NL63/FRA_EPI/Caen/2013/15/2013	KY862020	NL63/FRA_EPI/Caen/2013/15	2013-03-20	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862040/NL63/FRA_EPI/Caen/2013/15/2013	KY862040	NL63/FRA_EPI/Caen/2013/15	2013-03-20	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862060/NL63/FRA_EPI/Caen/2013/15/2013	KY862060	NL63/FRA_EPI/Caen/2013/15	2013-03-20	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862019/NL63/FRA_EPI/Caen/2013/16/2013	KY862019	NL63/FRA_EPI/Caen/2013/16	2013-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862039/NL63/FRA_EPI/Caen/2013/16/2013	KY862039	NL63/FRA_EPI/Caen/2013/16	2013-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862059/NL63/FRA_EPI/Caen/2013/16/2013	KY862059	NL63/FRA_EPI/Caen/2013/16	2013-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862018/NL63/FRA_EPI/Caen/2014/17/2014	KY862018	NL63/FRA_EPI/Caen/2014/17	2014-03-16	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862038/NL63/FRA_EPI/Caen/2014/17/2014	KY862038	NL63/FRA_EPI/Caen/2014/17	2014-03-16	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862058/NL63/FRA_EPI/Caen/2014/17/2014	KY862058	NL63/FRA_EPI/Caen/2014/17	2014-03-16	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862017/NL63/FRA_EPI/Caen/2014/18/2014	KY862017	NL63/FRA_EPI/Caen/2014/18	2014-01-03	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862037/NL63/FRA_EPI/Caen/2014/18/2014	KY862037	NL63/FRA_EPI/Caen/2014/18	2014-01-03	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862057/NL63/FRA_EPI/Caen/2014/18/2014	KY862057	NL63/FRA_EPI/Caen/2014/18	2014-01-03	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862016/NL63/FRA_EPI/Caen/2015/19/2015	KY862016	NL63/FRA_EPI/Caen/2015/19	2015-01-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862036/NL63/FRA_EPI/Caen/2015/19/2015	KY862036	NL63/FRA_EPI/Caen/2015/19	2015-01-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862056/NL63/FRA_EPI/Caen/2015/19/2015	KY862056	NL63/FRA_EPI/Caen/2015/19	2015-01-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862015/NL63/FRA_EPI/Caen/2015/20/2015	KY862015	NL63/FRA_EPI/Caen/2015/20	2015-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862035/NL63/FRA_EPI/Caen/2015/20/2015	KY862035	NL63/FRA_EPI/Caen/2015/20	2015-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862055/NL63/FRA_EPI/Caen/2015/20/2015	KY862055	NL63/FRA_EPI/Caen/2015/20	2015-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179494/NL63/Haiti_2/2015/2015	KX179494	NL63/Haiti_2/2015	2015-01-21	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179497/NL63/Haiti_2/2015/2015	KX179497	NL63/Haiti_2/2015	2015-01-21	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179495/NL63/Haiti_3/2015/2015	KX179495	NL63/Haiti_3/2015	2015-01-22	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179498/NL63/Haiti_3/2015/2015	KX179498	NL63/Haiti_3/2015	2015-01-22	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179496/NL63/Haiti_4/2015/2015	KX179496	NL63/Haiti_4/2015	2015-01-27	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179499/NL63/Haiti_4/2015/2015	KX179499	NL63/Haiti_4/2015	2015-01-27	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530112/NL63/human/USA/0111_25/2001/2001	KF530112	NL63/human/USA/0111_25/2001	2001-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530105/NL63/human/USA/012_31/2001/2001	KF530105	NL63/human/USA/012_31/2001	2001-02-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530110/NL63/human/USA/838_9/1983/1983	KF530110	NL63/human/USA/838_9/1983	1983-08-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530106/NL63/human/USA/8712_17/1987/1987	KF530106	NL63/human/USA/8712_17/1987	1987-12-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530114/NL63/human/USA/891_4/1989/1989	KF530114	NL63/human/USA/891_4/1989	1989-01-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530108/NL63/human/USA/891_6/1989/1989	KF530108	NL63/human/USA/891_6/1989	1989-01-05	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530111/NL63/human/USA/901_24/1990/1990	KF530111	NL63/human/USA/901_24/1990	1990-01-05	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530109/NL63/human/USA/903_28/1990/1990	KF530109	NL63/human/USA/903_28/1990	1990-03-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
